,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
27%,1,Technology,Newark,United States,Brosina Hoffman,0%,1,3/3/2017,CA-2017-112123,19711,Pyle,Pyle PMP37LED,130,0.2708333333,5,East,480,Consumer,3/8/2017,Standard Class,Delaware,Phones
48%,1,Technology,Baltimore,United States,Jay Fein,0%,1,7/30/2018,CA-2018-141103,21215,Other,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43,0.4777777778,5,East,90,Consumer,8/6/2018,Standard Class,Maryland,Phones
25%,1,Technology,Passaic,United States,Art Ferguson,0%,1,5/22/2017,CA-2017-146934,7055,AT&T,AT&T 841000 Phone,86,0.2492753623,5,East,345,Consumer,5/27/2017,Standard Class,New Jersey,Phones
49%,1,Technology,Long Beach,United States,Dave Kipp,0%,1,11/18/2018,CA-2018-104913,11561,Belkin,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",37,0.4933333333,5,East,75,Consumer,11/22/2018,Standard Class,New York,Phones
26%,1,Technology,New York City,United States,Denny Ordway,0%,1,3/31/2018,CA-2018-102771,10035,Other,Spigen Samsung Galaxy S5 Case Wallet,22,0.2588235294,5,East,85,Consumer,4/5/2018,Standard Class,New York,Phones
44%,1,Technology,New York City,United States,Patrick Gardner,0%,1,9/1/2017,CA-2017-151561,10011,Enermax,Enermax Aurora Lite Keyboard,206,0.4392324094,6,East,469,Consumer,9/7/2017,Standard Class,New York,Accessories
49%,1,Technology,New York City,United States,Neoma Murray,0%,1,5/31/2017,CA-2017-168844,10011,Other,Jackery Bar Premium Fast-charging Portable Charger,88,0.4888888889,6,East,180,Consumer,6/6/2017,Standard Class,New York,Phones
43%,1,Technology,New York City,United States,Valerie Dominguez,0%,1,11/1/2016,CA-2016-113145,10011,Razer,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,602,0.43,7,East,"1,400",Consumer,11/5/2016,Standard Class,New York,Accessories
47%,1,Technology,Oceanside,United States,Gene McClure,0%,1,9/26/2016,CA-2016-127173,11572,Ativa,Ativa MDM8000 8-Sheet Micro-Cut Shredder,296,0.4698412698,7,East,630,Consumer,10/3/2016,Standard Class,New York,Machines
49%,1,Technology,Yonkers,United States,Karen Daniels,0%,1,3/1/2017,US-2017-143819,10701,Ativa,Ativa V4110MDD Micro-Cut Shredder,"2,401",0.49,7,East,"4,900",Consumer,3/5/2017,Standard Class,New York,Machines
27%,1,Technology,Lakewood,United States,Dave Brooks,0%,1,6/21/2015,CA-2015-128146,8701,Other,Wireless Extenders zBoost YX545 SOHO Signal Booster,357,0.2698412698,7,East,"1,323",Consumer,6/25/2015,Standard Class,New Jersey,Phones
27%,1,Technology,Jamestown,United States,John Murray,0%,1,11/19/2015,CA-2015-144624,14701,Apple,Apple iPhone 5,"1,228",0.2699494394,7,East,"4,549",Consumer,11/23/2015,Standard Class,New York,Phones
25%,1,Technology,New York City,United States,Scott Williamson,0%,1,11/10/2017,CA-2017-127761,10009,Other,BlackBerry Q10,220,0.2494331066,7,East,882,Consumer,11/14/2017,Standard Class,New York,Phones
47%,1,Technology,Washington,United States,Greg Tran,0%,1,4/27/2016,CA-2016-124450,20016,Cisco,Cisco SPA525G2 5-Line IP Phone,649,0.4702898551,8,East,"1,380",Consumer,5/3/2016,Standard Class,District of Columbia,Machines
25%,1,Technology,Yonkers,United States,Tony Molinari,0%,1,7/27/2018,CA-2018-108791,10701,Nortel,Nortel Networks T7316 E Nt8 B27,136,0.25,8,East,544,Consumer,7/31/2018,Standard Class,New York,Phones
6%,1,Technology,New York City,United States,Speros Goranitis,0%,1,12/6/2016,US-2016-127040,10009,Logitech,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),97,0.05987654321,9,East,"1,620",Consumer,12/10/2016,Standard Class,New York,Accessories
16%,1,Technology,Marion,United States,Sung Shariari,20%,1,12/14/2015,US-2015-123519,43302,Plantronics,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,43,0.1628787879,1,East,264,Consumer,12/21/2015,Standard Class,Ohio,Accessories
24%,1,Technology,Philadelphia,United States,Helen Andreada,20%,1,12/10/2018,CA-2018-157651,19120,Memorex,Memorex Froggy Flash Drive 8 GB,3,0.2142857143,1,East,14,Consumer,12/14/2018,Standard Class,Pennsylvania,Accessories
19%,1,Technology,Philadelphia,United States,Bryan Davis,20%,1,3/10/2017,US-2017-122182,19143,Plantronics,Plantronics Audio 478 Stereo USB Headset,7,0.175,1,East,40,Consumer,3/14/2017,Standard Class,Pennsylvania,Accessories
18%,1,Technology,Cleveland,United States,Ryan Akin,20%,1,12/10/2016,CA-2016-112823,44105,Maxell,Maxell 4.7GB DVD-RW 3/Pack,4,0.16,2,East,25,Consumer,12/16/2016,Standard Class,Ohio,Accessories
-18%,1,Technology,Lancaster,United States,Jack Lebron,20%,1,4/11/2018,US-2018-100482,43130,Kingston,Kingston Digital DataTraveler 32GB USB 2.0,-5,-0.1851851852,2,East,27,Consumer,4/15/2018,Standard Class,Ohio,Accessories
30%,1,Technology,Marion,United States,Hunter Glantz,20%,1,6/12/2018,CA-2018-117821,43302,Microsoft,Microsoft Sculpt Comfort Mouse,19,0.296875,2,East,64,Consumer,6/16/2018,Standard Class,Ohio,Accessories
25%,1,Technology,Philadelphia,United States,Guy Armstrong,20%,1,12/30/2015,CA-2015-138072,19120,Maxell,"Maxell Pro 80 Minute CD-R, 10/Pack",7,0.25,2,East,28,Consumer,1/3/2016,Standard Class,Pennsylvania,Accessories
29%,1,Technology,Philadelphia,United States,Maribeth Dona,20%,1,11/5/2015,CA-2015-114251,19143,Memorex,Memorex Micro Travel Drive 32 GB,17,0.2931034483,2,East,58,Consumer,11/10/2015,Standard Class,Pennsylvania,Accessories
38%,1,Technology,New York City,United States,Craig Carroll,20%,1,9/14/2016,CA-2016-140984,10011,Sharp,Sharp 1540cs Digital Laser Copier,330,0.375,2,East,880,Consumer,9/18/2016,Standard Class,New York,Copiers
13%,1,Technology,New York City,United States,Paul Gonzalez,20%,1,9/12/2016,CA-2016-166464,10035,Hewlett-Packard,Hewlett Packard 310 Color Digital Copier,60,0.125,2,East,480,Consumer,9/17/2016,Standard Class,New York,Copiers
1%,1,Technology,Akron,United States,Karl Braun,20%,1,2/14/2016,US-2016-147662,44312,Belkin,Belkin F8E887 USB Wired Ergonomic Keyboard,1,0.01388888889,3,East,72,Consumer,2/19/2016,Standard Class,Ohio,Accessories
20%,1,Technology,Lancaster,United States,Cindy Stewart,20%,1,11/25/2017,CA-2017-108196,43130,NETGEAR,NETGEAR RangeMax WNR1000 Wireless Router,12,0.2,3,East,60,Consumer,12/2/2017,Standard Class,Ohio,Accessories
1%,1,Technology,Philadelphia,United States,Evan Henry,20%,1,10/25/2015,CA-2015-139542,19120,Memorex,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",1,0.0243902439,3,East,41,Consumer,10/29/2015,Standard Class,Pennsylvania,Accessories
-3%,1,Technology,Philadelphia,United States,Brosina Hoffman,20%,1,5/18/2018,CA-2018-112865,19140,KeyTronic,KeyTronic KT800P2 - Keyboard - Black,-1,-0.02777777778,3,East,36,Consumer,5/22/2018,Standard Class,Pennsylvania,Accessories
6%,1,Technology,Philadelphia,United States,Mitch Webber,20%,1,7/5/2016,CA-2016-164336,19140,HP,HP Standard 104 key PS/2 Keyboard,2,0.05714285714,3,East,35,Consumer,7/10/2016,Standard Class,Pennsylvania,Accessories
1%,1,Technology,Philadelphia,United States,Peter Bühler,20%,1,11/3/2018,US-2018-101518,19140,Memorex,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",1,0.0243902439,3,East,41,Consumer,11/8/2018,Standard Class,Pennsylvania,Accessories
-1%,1,Technology,Philadelphia,United States,Stewart Visinsky,20%,1,5/3/2016,CA-2016-112130,19140,SanDisk,SanDisk Cruzer 16 GB USB Flash Drive,0,0,3,East,28,Consumer,5/7/2016,Standard Class,Pennsylvania,Accessories
1%,1,Technology,Philadelphia,United States,Brian Stugart,20%,1,6/23/2015,CA-2015-126032,19143,Sony,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1,0.01162790698,3,East,86,Consumer,6/28/2015,Standard Class,Pennsylvania,Accessories
20%,1,Technology,Columbus,United States,Ivan Liston,20%,1,10/5/2016,CA-2016-151722,43229,NETGEAR,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,58,0.2013888889,4,East,288,Consumer,10/9/2016,Standard Class,Ohio,Accessories
24%,1,Technology,Springfield,United States,Helen Abelman,20%,1,9/10/2018,CA-2018-123036,45503,Memorex,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,9,0.2432432432,4,East,37,Consumer,9/17/2018,Standard Class,Ohio,Accessories
-8%,1,Technology,Philadelphia,United States,Michael Moore,20%,1,9/4/2018,CA-2018-117394,19120,Kingston,Kingston Digital DataTraveler 8GB USB 2.0,-1,-0.05263157895,4,East,19,Consumer,9/10/2018,Standard Class,Pennsylvania,Accessories
30%,1,Technology,Philadelphia,United States,Natalie Webber,20%,1,6/21/2015,CA-2015-138317,19120,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29,0.3020833333,4,East,96,Consumer,6/25/2015,Standard Class,Pennsylvania,Accessories
-13%,1,Technology,Philadelphia,United States,Maribeth Dona,20%,1,11/5/2015,CA-2015-114251,19143,Sony,Sony 16GB Class 10 Micro SDHC R40 Memory Card,-6,-0.1153846154,5,East,52,Consumer,11/10/2015,Standard Class,Pennsylvania,Accessories
26%,1,Technology,Fairfield,United States,Susan Vittorini,20%,1,12/25/2018,US-2018-147669,45014,Maxell,Maxell 4.7GB DVD-R,42,0.2641509434,7,East,159,Consumer,12/30/2018,Standard Class,Ohio,Accessories
-13%,1,Technology,Philadelphia,United States,Mick Crebagga,20%,1,10/30/2018,CA-2018-152807,19140,First Data,First Data FD10 PIN Pad,-55,-0.1244343891,7,East,442,Consumer,11/3/2018,Standard Class,Pennsylvania,Accessories
36%,1,Technology,New York City,United States,Natalie Webber,20%,1,5/8/2016,US-2016-160857,10024,Sharp,Sharp AL-1530CS Digital Copier,"1,015",0.3625,7,East,"2,800",Consumer,5/15/2016,Standard Class,New York,Copiers
-17%,1,Technology,Philadelphia,United States,Shui Tom,40%,1,7/14/2015,CA-2015-164182,19140,Griffin,Griffin GC36547 PowerJolt SE Lightning Charger,-2,-0.1538461538,1,East,13,Consumer,7/18/2015,Standard Class,Pennsylvania,Phones
-22%,1,Technology,Cleveland,United States,Bruce Stewart,40%,1,5/18/2015,CA-2015-103373,44105,Apple,Apple iPhone 5,-169,-0.2166666667,2,East,780,Consumer,5/24/2015,Standard Class,Ohio,Phones
-22%,1,Technology,Springfield,United States,Helen Abelman,40%,1,9/10/2018,CA-2018-123036,45503,Cisco,Cisco IP Phone 7961G-GE VoIP phone,-56,-0.2153846154,2,East,260,Consumer,9/17/2018,Standard Class,Ohio,Phones
-18%,1,Technology,Philadelphia,United States,Eugene Barchas,40%,1,9/8/2018,CA-2018-149895,19134,Other,Aastra 6757i CT Wireless VoIP phone,-47,-0.1814671815,2,East,259,Consumer,9/12/2018,Standard Class,Pennsylvania,Phones
-58%,1,Technology,Philadelphia,United States,Shui Tom,40%,1,7/14/2015,CA-2015-164182,19140,iOttie,iOttie HLCRIO102 Car Mount,-14,-0.5833333333,2,East,24,Consumer,7/18/2015,Standard Class,Pennsylvania,Phones
-23%,1,Technology,Philadelphia,United States,Charles McCrossin,40%,1,10/21/2018,CA-2018-113453,19143,Mitel,Mitel MiVoice 5330e IP Phone,-77,-0.2333333333,2,East,330,Consumer,10/28/2018,Standard Class,Pennsylvania,Phones
-25%,1,Technology,Akron,United States,Karl Braun,40%,1,2/14/2016,US-2016-147662,44312,Other,Google Nexus 5,-81,-0.25,3,East,324,Consumer,2/19/2016,Standard Class,Ohio,Phones
-18%,1,Technology,Chester,United States,Anna Andreadi,40%,1,6/22/2015,CA-2015-154963,19013,Panasonic,Panasonic Kx-TS550,-15,-0.1807228916,3,East,83,Consumer,6/27/2015,Standard Class,Pennsylvania,Phones
-20%,1,Technology,Philadelphia,United States,Christopher Conant,40%,1,5/23/2017,CA-2017-143714,19120,Avaya,Avaya 5410 Digital phone,-24,-0.1967213115,3,East,122,Consumer,5/27/2017,Standard Class,Pennsylvania,Phones
-23%,1,Technology,Philadelphia,United States,Carol Triggs,40%,1,11/26/2017,US-2017-126893,19134,Mitel,Mitel MiVoice 5330e IP Phone,-115,-0.2323232323,3,East,495,Consumer,12/1/2017,Standard Class,Pennsylvania,Phones
-20%,1,Technology,Philadelphia,United States,Emily Burns,40%,1,3/10/2018,CA-2018-130967,19140,Nokia,Nokia Lumia 521 (T-Mobile),-11,-0.2037037037,3,East,54,Consumer,3/16/2018,Standard Class,Pennsylvania,Phones
-23%,1,Technology,Philadelphia,United States,Justin Hirsh,40%,1,4/5/2017,CA-2017-161907,19140,Clearsounds,Clearsounds A400,-28,-0.2352941176,3,East,119,Consumer,4/9/2017,Standard Class,Pennsylvania,Phones
12%,1,Technology,Philadelphia,United States,Chris Cortes,40%,1,6/26/2018,CA-2018-161410,19143,Other,Bose SoundLink Bluetooth Speaker,42,0.1173184358,3,East,358,Consumer,7/3/2018,Standard Class,Pennsylvania,Phones
13%,1,Technology,Philadelphia,United States,Christopher Conant,40%,1,5/23/2017,CA-2017-143714,19120,Canon,Canon imageCLASS 2200 Advanced Copier,"1,120",0.1333333333,4,East,"8,400",Consumer,5/27/2017,Standard Class,Pennsylvania,Copiers
12%,1,Technology,Philadelphia,United States,Frank Preis,40%,1,12/9/2015,CA-2015-138128,19134,Canon,Canon PC940 Copier,126,0.1166666667,4,East,"1,080",Consumer,12/15/2015,Standard Class,Pennsylvania,Copiers
-23%,1,Technology,Springfield,United States,Troy Blackwell,40%,1,3/29/2017,CA-2017-127236,45503,Clearsounds,Clearsounds A400,-37,-0.2341772152,4,East,158,Consumer,4/2/2017,Standard Class,Ohio,Phones
-17%,1,Technology,Toledo,United States,Thea Hendricks,40%,1,11/24/2015,CA-2015-153850,43615,Samsung,Samsung Galaxy S4,-250,-0.1664447403,4,East,"1,502",Consumer,11/29/2015,Standard Class,Ohio,Phones
-23%,1,Technology,Philadelphia,United States,Brian DeCherney,40%,1,3/8/2017,CA-2017-111976,19120,AT&T,AT&T 17929 Lendline Telephone,-25,-0.2293577982,4,East,109,Consumer,3/12/2017,Standard Class,Pennsylvania,Phones
-20%,1,Technology,Philadelphia,United States,Greg Matthias,40%,1,7/31/2018,CA-2018-126144,19134,Polycom,Polycom SoundPoint Pro SE-225 Corded phone,-57,-0.1993006993,4,East,286,Consumer,8/5/2018,Standard Class,Pennsylvania,Phones
17%,1,Technology,Philadelphia,United States,William Brown,40%,1,11/30/2016,CA-2016-122210,19134,Motorola,Motorla HX550 Universal Bluetooth Headset,16,0.1684210526,4,East,95,Consumer,12/4/2016,Standard Class,Pennsylvania,Phones
12%,1,Technology,Philadelphia,United States,Seth Vernon,40%,1,7/18/2018,US-2018-165358,19134,Canon,Canon PC-428 Personal Copier,70,0.1166666667,5,East,600,Consumer,7/23/2018,Standard Class,Pennsylvania,Copiers
-20%,1,Technology,Philadelphia,United States,Emily Phan,40%,1,11/7/2018,CA-2018-149888,19120,Jabra,Jabra Supreme Plus Driver Edition Headset,-72,-0.2,5,East,360,Consumer,11/13/2018,Standard Class,Pennsylvania,Phones
-22%,1,Technology,Philadelphia,United States,Shahid Shariari,40%,1,11/21/2016,CA-2016-119879,19120,Logitech,"Logitech B530 USB Headset - headset - Full size, Binaural",-24,-0.2162162162,5,East,111,Consumer,11/25/2016,Standard Class,Pennsylvania,Phones
17%,1,Technology,Philadelphia,United States,Jamie Frazer,40%,1,10/26/2018,US-2018-110646,19134,Motorola,Motorla HX550 Universal Bluetooth Headset,20,0.1680672269,5,East,119,Consumer,10/31/2018,Standard Class,Pennsylvania,Phones
-20%,1,Technology,Medina,United States,Liz Carlisle,40%,1,11/2/2015,CA-2015-129147,44256,Polycom,Polycom CX300 Desktop Phone USB VoIP phone,-108,-0.2,6,East,540,Consumer,11/6/2015,Standard Class,Ohio,Phones
-20%,1,Technology,Philadelphia,United States,Carlos Soltero,40%,1,11/18/2015,US-2015-159926,19140,Motorola,Motorola Droid Maxx,-108,-0.2,6,East,540,Consumer,11/22/2015,Standard Class,Pennsylvania,Phones
-20%,1,Technology,Medina,United States,Liz Carlisle,40%,1,11/2/2015,CA-2015-129147,44256,Other,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,-10,-0.2,7,East,50,Consumer,11/6/2015,Standard Class,Ohio,Phones
-18%,1,Technology,Columbus,United States,Liz Thompson,40%,1,11/26/2018,CA-2018-122700,43229,Motorola,Motorola L804,-40,-0.1809954751,8,East,221,Consumer,11/30/2018,Standard Class,Ohio,Phones
-20%,1,Technology,Columbus,United States,Susan Vittorini,40%,1,10/21/2017,CA-2017-133669,43229,Panasonic,Panasonic KX TS208W Corded phone,-47,-0.2,8,East,235,Consumer,10/27/2017,Standard Class,Ohio,Phones
-20%,1,Technology,Columbus,United States,John Lee,40%,1,7/14/2018,US-2018-161935,43229,Samsung,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),-378,-0.2,9,East,"1,890",Consumer,7/18/2018,Standard Class,Ohio,Phones
13%,1,Technology,Philadelphia,United States,Chris Cortes,40%,1,6/26/2018,CA-2018-161410,19143,Plantronics,Plantronics Voyager Pro HD - Bluetooth Headset,73,0.1336996337,14,East,546,Consumer,7/3/2018,Standard Class,Pennsylvania,Phones
-83%,1,Technology,Philadelphia,United States,Natalie Webber,70%,1,6/21/2015,CA-2015-138317,19120,Epson,Epson Perfection V600 Photo Scanner,-172,-0.8309178744,3,East,207,Consumer,6/25/2015,Standard Class,Pennsylvania,Machines
-147%,1,Technology,Lancaster,United States,Cindy Stewart,70%,1,11/25/2017,CA-2017-108196,43130,Cubify,Cubify CubeX 3D Printer Double Head Print,"-6,600",-1.466666667,5,East,"4,500",Consumer,12/2/2017,Standard Class,Ohio,Machines
-80%,1,Technology,Columbus,United States,Chloris Kastensmidt,70%,1,11/21/2017,CA-2017-140018,43229,Texas Instruments,Texas Instrument TI-15 Fraction Calculator,-24,-0.8,7,East,30,Consumer,11/26/2017,Standard Class,Ohio,Machines
10%,1,Technology,Hot Springs,United States,Liz MacKendrick,0%,1,2/20/2016,CA-2016-169740,71901,Anker,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,3,0.1,1,South,30,Consumer,2/25/2016,Standard Class,Arkansas,Accessories
28%,1,Technology,Decatur,United States,Evan Henry,0%,1,5/22/2015,CA-2015-143840,35601,Plantronics,Plantronics Encore H101 Dual Earpieces Headset,13,0.2888888889,1,South,45,Consumer,5/29/2015,Standard Class,Alabama,Phones
29%,1,Technology,Atlanta,United States,Phillip Flathmann,0%,1,6/26/2017,CA-2017-160234,30318,Cisco,Cisco IP Phone 7961G VoIP phone - Dark gray,39,0.2867647059,1,South,136,Consumer,7/3/2017,Standard Class,Georgia,Phones
43%,1,Technology,Fayetteville,United States,Trudy Schmidt,0%,1,12/25/2017,CA-2017-148684,72701,Razer,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,172,0.43,2,South,400,Consumer,12/29/2017,Standard Class,Arkansas,Accessories
33%,1,Technology,Monroe,United States,Barry Gonzalez,0%,1,8/31/2018,CA-2018-117198,71203,Plantronics,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,218,0.3303030303,2,South,660,Consumer,9/5/2018,Standard Class,Louisiana,Accessories
30%,1,Technology,Harrisonburg,United States,Bryan Mills,0%,1,5/26/2018,CA-2018-152968,22801,Verbatim,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",7,0.3043478261,2,South,23,Consumer,5/30/2018,Standard Class,Virginia,Accessories
25%,1,Technology,Decatur,United States,Evan Henry,0%,1,5/22/2015,CA-2015-143840,35601,Nortel,Nortel Networks T7316 E Nt8 B27,34,0.25,2,South,136,Consumer,5/29/2015,Standard Class,Alabama,Phones
34%,1,Technology,Mobile,United States,Joe Kamberova,0%,1,9/29/2017,CA-2017-108616,36608,Logitech,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,71,0.3380952381,3,South,210,Consumer,10/3/2017,Standard Class,Alabama,Accessories
13%,1,Technology,Jackson,United States,Stuart Calhoun,0%,1,12/20/2017,CA-2017-168536,39212,SanDisk,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,9,0.1363636364,3,South,66,Consumer,12/24/2017,Standard Class,Mississippi,Accessories
44%,1,Technology,Chesapeake,United States,Natalie Fritzler,0%,1,2/11/2015,CA-2015-127614,23320,Enermax,Enermax Aurora Lite Keyboard,103,0.4401709402,3,South,234,Consumer,2/15/2015,Standard Class,Virginia,Accessories
50%,1,Technology,Lafayette,United States,Christine Sundaresam,0%,1,12/24/2018,CA-2018-124296,70506,Other,DYMO CardScan Personal V9 Business Card Scanner,240,0.5,3,South,480,Consumer,12/28/2018,Standard Class,Louisiana,Machines
